Anno;Cittadinanza;Area;Provenienza;Sesso;Numero Immigrati
1991;Bhutan;Altri paesi Asia;Estero;Maschi;2
1991;Canada;America settentrionale;Estero;Femmine;2
1991;Cina;Altri paesi Asia;Lazio;Femmine;2
1991;Cina;Altri paesi Asia;Marche;Maschi;1
1991;Ecuador;America meridionale;Estero;Femmine;1
1991;Germania;Unione Europea;Estero;Femmine;12
1991;Germania;Unione Europea;Liguria;Femmine;1
1991;Iran;Altri paesi Asia;Toscana;Femmine;1
1991;Libano;Asia occidentale;Toscana;Maschi;1
1991;Malaysia;Altri paesi Asia;Provincia di Modena;Maschi;2
1991;Paraguay;America meridionale;Estero;Femmine;1
1991;Somalia;Altri paesi Africa;Provincia di Bologna;Femmine;1
1991;Turchia;Altri Paesi Europa;Estero;Maschi;3
1991;Ungheria;Altri Paesi Europa;Umbria;Maschi;1
1992;Brasile;America meridionale;Estero;Maschi;6
1992;Cile;America meridionale;Provincia di Bologna;Maschi;1
1992;Etiopia;Altri paesi Africa;Provincia di Bologna;Maschi;1
1992;ex Unione Sovietica;Altri Paesi Europa;Provincia di Bologna;Femmine;1
1992;Iran;Altri paesi Asia;Estero;Femmine;4
1992;Kenia;Altri paesi Africa;Provincia di Ravenna;Femmine;1
1992;Maldive;Altri paesi Asia;Liguria;Femmine;1
1992;Marocco;Africa settentrionale;Campania;Femmine;2
1992;Marocco;Africa settentrionale;Provincia di Bologna;Femmine;6
1992;Marocco;Africa settentrionale;Provincia di Modena;Maschi;2
1992;Marocco;Africa settentrionale;Puglia;Maschi;38
1992;Marocco;Africa settentrionale;Umbria;Femmine;1
1992;Pakistan;Altri paesi Asia;Provincia di Bologna;Maschi;17
1992;Regno Unito;Unione Europea;Estero;Femmine;7
1992;Regno Unito;Unione Europea;Provincia di Reggio Emilia;Maschi;1
1992;Somalia;Altri paesi Africa;Provincia di Bologna;Femmine;3
1992;Spagna;Unione Europea;Provincia di Bologna;Maschi;2
1992;Taiwan (Formosa);Altri paesi Asia;Provincia di Modena;Maschi;2
1992;Tunisia;Africa settentrionale;Calabria;Maschi;3
1992;Tunisia;Africa settentrionale;Campania;Femmine;1
1992;Tunisia;Africa settentrionale;Lazio;Maschi;1
1993;Colombia;America meridionale;Estero;Maschi;3
1993;Congo;Altri paesi Africa;Lazio;Femmine;1
1993;Filippine;Altri paesi Asia;Toscana;Maschi;8
1993;India;Altri paesi Asia;Provincia di Bologna;Maschi;1
1993;Marocco;Africa settentrionale;Estero;Femmine;28
1993;Mauritania;Altri paesi Africa;Sicilia;Femmine;2
1993;Romania;Altri Paesi Europa;Estero;Femmine;8
1993;Somalia;Altri paesi Africa;Estero;Femmine;12
1993;Sri Lanka (Ceylon);Altri paesi Asia;Provincia di Bologna;Femmine;1
1993;Sri Lanka (Ceylon);Altri paesi Asia;Provincia di Forlì-Cesena;Femmine;1
1993;Stati Uniti;America settentrionale;Provincia di Bologna;Femmine;2
1993;Tunisia;Africa settentrionale;Lazio;Femmine;2
1993;Tunisia;Africa settentrionale;Sicilia;Maschi;11
1994;Argentina;America meridionale;Estero;Femmine;3
1994;Bangladesh;Altri paesi Asia;Estero;Maschi;9
1994;Brasile;America meridionale;Estero;Femmine;14
1994;Brasile;America meridionale;Piemonte;Maschi;1
1994;Bulgaria;Altri Paesi Europa;Provincia di Bologna;Femmine;1
1994;Colombia;America meridionale;Estero;Femmine;1
1994;Etiopia;Altri paesi Africa;Estero;Femmine;19
1994;Francia;Unione Europea;Provincia di Modena;Maschi;1
1994;Ghana;Altri paesi Africa;Estero;Femmine;1
1994;Giappone;Altri paesi Asia;Estero;Femmine;6
1994;Israele;Asia occidentale;Estero;Femmine;1
1994;Marocco;Africa settentrionale;Provincia di Bologna;Femmine;15
2001;Senegal;Altri paesi Africa;Lombardia;Maschi;1
2001;Slovacchia;Altri Paesi Europa;Provincia di Bologna;Femmine;1
2001;Somalia;Altri paesi Africa;Piemonte;Femmine;1
2001;Somalia;Altri paesi Africa;Provincia di Bologna;Femmine;3
2001;Somalia;Altri paesi Africa;Provincia di Parma;Femmine;1
2001;Spagna;Unione Europea;Lombardia;Femmine;1
2001;Sri Lanka (Ceylon);Altri paesi Asia;Campania;Maschi;2
2001;Yemen;Asia occidentale;Estero;Maschi;1
2002;Albania;Altri Paesi Europa;Estero;Femmine;101
2002;Albania;Altri Paesi Europa;Provincia di Forlì-Cesena;Femmine;2
2002;Bangladesh;Altri paesi Asia;Friuli Venezia Giulia;Maschi;1
2002;Congo;Altri paesi Africa;Lazio;Maschi;2
2002;Croazia;Altri Paesi Europa;Estero;Maschi;6
2002;Ecuador;America meridionale;Toscana;Maschi;1
2002;Eritrea;Altri paesi Africa;Campania;Maschi;1
2002;Eritrea;Altri paesi Africa;Provincia di Bologna;Femmine;4
2002;Eritrea;Altri paesi Africa;Sicilia;Maschi;1
2002;Eritrea;Altri paesi Africa;Veneto;Femmine;1
2002;Francia;Unione Europea;Estero;Maschi;14
2002;India;Altri paesi Asia;Provincia di Bologna;Maschi;3
2002;Iran;Altri paesi Asia;Provincia di Bologna;Femmine;1
2002;Marocco;Africa settentrionale;Campania;Maschi;8
2002;Maurizio;Altri paesi Africa;Estero;Maschi;1
2002;Norvegia;Altri Paesi Europa;Lombardia;Femmine;1
2002;Polonia;Altri Paesi Europa;Provincia di Bologna;Femmine;3
2002;Rep. Ceca;Altri Paesi Europa;Estero;Femmine;3
2002;Serbia-Montenegro;Altri Paesi Europa;Provincia di Bologna;Femmine;9
2002;Serbia-Montenegro;Altri Paesi Europa;Veneto;Maschi;1
2002;Sri Lanka (Ceylon);Altri paesi Asia;Provincia di Bologna;Maschi;10
2002;Sri Lanka (Ceylon);Altri paesi Asia;Provincia di Ravenna;Maschi;1
2002;Ucraina;Altri Paesi Europa;Estero;Femmine;35
2003;Albania;Altri Paesi Europa;Calabria;Femmine;1
2003;Bangladesh;Altri paesi Asia;Estero;Maschi;153
2003;Bangladesh;Altri paesi Asia;Lazio;Femmine;5
2003;Camerun;Altri paesi Africa;Estero;Maschi;25
2003;Canada;America settentrionale;Liguria;Maschi;1
2003;Cina;Altri paesi Asia;Friuli Venezia Giulia;Femmine;1
2003;Cina;Altri paesi Asia;Lazio;Maschi;2
2003;Cina;Altri paesi Asia;Toscana;Maschi;6
2003;Estonia;Altri Paesi Europa;Estero;Femmine;1
2003;Filippine;Altri paesi Asia;Lombardia;Femmine;8
2003;Giappone;Altri paesi Asia;Estero;Femmine;6
2003;India;Altri paesi Asia;Estero;Femmine;14
2003;Irlanda;Unione Europea;Estero;Femmine;1
2003;Kenia;Altri paesi Africa;Estero;Maschi;1
2003;Madagascar;Altri paesi Africa;Estero;Femmine;1
2003;Marocco;Africa settentrionale;Liguria;Maschi;1
2003;Marocco;Africa settentrionale;Provincia di Modena;Maschi;1
2003;Moldova;Altri Paesi Europa;Veneto;Femmine;3
2003;Nepal;Altri paesi Asia;Estero;Femmine;1
2003;Pakistan;Altri paesi Asia;Provincia di Bologna;Maschi;22
2003;Perù;America meridionale;Lazio;Maschi;2
2003;Somalia;Altri paesi Africa;Estero;Femmine;5
2003;Svezia;Unione Europea;Estero;Femmine;1
2003;Ucraina;Altri Paesi Europa;Campania;Femmine;5
2003;Venezuela;America meridionale;Provincia di Reggio Emilia;Femmine;2
2004;Albania;Altri Paesi Europa;Puglia;Maschi;7
2004;Albania;Altri Paesi Europa;Toscana;Femmine;3
2004;Capo Verde;Altri paesi Africa;Abruzzo;Femmine;1
2004;Capo Verde;Altri paesi Africa;Lazio;Femmine;1
2004;Capo Verde;Altri paesi Africa;Toscana;Femmine;1
2004;Colombia;America meridionale;Estero;Maschi;2
2004;Croazia;Altri Paesi Europa;Provincia di Modena;Femmine;1
2004;Cuba;America centrale;Toscana;Femmine;1
2004;Etiopia;Altri paesi Africa;Estero;Maschi;5
2004;Etiopia;Altri paesi Africa;Lazio;Femmine;1
2004;Guinea;Altri paesi Africa;Estero;Maschi;1
2004;Marocco;Africa settentrionale;Provincia di Bologna;Maschi;46
2004;Marocco;Africa settentrionale;Sicilia;Femmine;1
2004;Moldova;Altri Paesi Europa;Provincia di Modena;Femmine;3
2004;Nicaragua;America centrale;Estero;Femmine;1
2004;Pakistan;Altri paesi Asia;Provincia di Bologna;Maschi;21
2004;Perù;America meridionale;Estero;Femmine;57
2004;Polonia;Unione Europea;Abruzzo;Femmine;1
2004;Polonia;Unione Europea;Provincia di Bologna;Maschi;5
2004;Russia (Federazione);Altri Paesi Europa;Provincia di Modena;Femmine;1
2004;Senegal;Altri paesi Africa;Sardegna;Maschi;1
2004;Serbia-Montenegro;Altri Paesi Europa;Provincia di Bologna;Femmine;9
2004;Slovenia;Unione Europea;Estero;Femmine;1
2004;Somalia;Altri paesi Africa;Toscana;Femmine;1
2004;Thailandia;Altri paesi Asia;Provincia di Modena;Femmine;1
2004;Ucraina;Altri Paesi Europa;Provincia di Bologna;Femmine;30
2005;Afghanistan;Altri paesi Asia;Estero;Maschi;3
2005;Angola;Altri paesi Africa;Estero;Maschi;2
2005;Belgio;Unione Europea;Estero;Maschi;2
2005;Bielorussia;Altri Paesi Europa;Lombardia;Femmine;1
2005;Cina;Altri paesi Asia;Sardegna;Femmine;1
2005;Cuba;America centrale;Lombardia;Maschi;1
2005;Danimarca;Unione Europea;Estero;Femmine;1
2005;Egitto;Africa settentrionale;Estero;Femmine;6
2005;Egitto;Africa settentrionale;Provincia di Bologna;Femmine;2
2005;Francia;Unione Europea;Lazio;Femmine;1
2005;Ghana;Altri paesi Africa;Estero;Femmine;1
2005;Ghana;Altri paesi Africa;Estero;Maschi;7
2005;Haiti;America centrale;Estero;Femmine;1
2005;India;Altri paesi Asia;Lazio;Maschi;1
2005;India;Altri paesi Asia;Toscana;Maschi;1
2005;Iraq;Asia occidentale;Provincia di Ravenna;Maschi;1
2005;Marocco;Africa settentrionale;Sicilia;Femmine;1
2005;Marocco;Africa settentrionale;Toscana;Femmine;5
2005;Moldova;Altri Paesi Europa;Friuli Venezia Giulia;Femmine;1
2005;Moldova;Altri Paesi Europa;Lombardia;Femmine;3
2005;Nigeria;Altri paesi Africa;Provincia di Bologna;Maschi;3
2005;Pakistan;Altri paesi Asia;Abruzzo;Maschi;1
2005;Pakistan;Altri paesi Asia;Provincia di Ferrara;Maschi;4
2005;Pakistan;Altri paesi Asia;Provincia di Modena;Maschi;3
2005;Perù;America meridionale;Provincia di Bologna;Femmine;13
2005;Regno Unito;Unione Europea;Estero;Maschi;9
2005;Romania;Altri Paesi Europa;Estero;Femmine;198
2005;Romania;Altri Paesi Europa;Veneto;Maschi;2
2005;Senegal;Altri paesi Africa;Provincia di Bologna;Maschi;12
2005;Serbia-Montenegro;Altri Paesi Europa;Lazio;Femmine;1
2005;Sri Lanka (Ceylon);Altri paesi Asia;Provincia di Reggio Emilia;Maschi;1
2005;Ucraina;Altri Paesi Europa;Calabria;Maschi;1
2005;Ucraina;Altri Paesi Europa;Lazio;Maschi;1
2005;Yemen;Asia occidentale;Estero;Femmine;1
2006;Albania;Altri Paesi Europa;Friuli Venezia Giulia;Femmine;1
2006;Albania;Altri Paesi Europa;Lombardia;Maschi;3
2006;Argentina;America meridionale;Provincia di Bologna;Femmine;3
2006;Argentina;America meridionale;Provincia di Ferrara;Maschi;1
2006;Bangladesh;Altri paesi Asia;Sicilia;Maschi;4
2006;Brasile;America meridionale;Lombardia;Femmine;1
2006;Brasile;America meridionale;Trentino Alto Adige;Femmine;1
2006;Camerun;Altri paesi Africa;Umbria;Femmine;1
2006;Cina;Altri paesi Asia;Marche;Maschi;4
2006;Cina;Altri paesi Asia;Provincia di Reggio Emilia;Femmine;4
2006;Costa d'Avorio;Altri paesi Africa;Provincia di Bologna;Femmine;1
2006;Danimarca;Unione Europea;Veneto;Maschi;1
2006;Etiopia;Altri paesi Africa;Provincia di Ravenna;Femmine;1
2006;Filippine;Altri paesi Asia;Campania;Femmine;2
2006;Filippine;Altri paesi Asia;Provincia di Ferrara;Maschi;2
2006;Finlandia;Unione Europea;Estero;Maschi;1
2006;Georgia;Asia occidentale;Estero;Femmine;2
2006;Israele;Asia occidentale;Provincia di Modena;Maschi;1
2006;Nigeria;Altri paesi Africa;Provincia di Bologna;Maschi;2
2006;Pakistan;Altri paesi Asia;Provincia di Reggio Emilia;Femmine;3
2006;Perù;America meridionale;Provincia di Bologna;Femmine;4
2006;Perù;America meridionale;Veneto;Maschi;1
2006;Polonia;Unione Europea;Estero;Femmine;112
2006;Polonia;Unione Europea;Puglia;Maschi;1
2006;Portogallo;Unione Europea;Estero;Maschi;1
2006;Romania;Altri Paesi Europa;Provincia di Bologna;Maschi;38
2006;Russia (Federazione);Altri Paesi Europa;Provincia di Bologna;Femmine;8
2006;Serbia-Montenegro;Altri Paesi Europa;Estero;Femmine;21
2006;Somalia;Altri paesi Africa;Estero;Maschi;2
2006;Stati Uniti;America settentrionale;Provincia di Bologna;Maschi;2
2006;Thailandia;Altri paesi Asia;Estero;Maschi;1
2006;Tunisia;Africa settentrionale;Estero;Maschi;33
2006;Tunisia;Africa settentrionale;Provincia di Rimini;Maschi;1
2006;Tunisia;Africa settentrionale;Puglia;Maschi;1
2006;Ucraina;Altri Paesi Europa;Calabria;Femmine;5
2006;Ucraina;Altri Paesi Europa;Lazio;Femmine;9
2006;Ucraina;Altri Paesi Europa;Provincia di Bologna;Maschi;3
2006;Ucraina;Altri Paesi Europa;Provincia di Modena;Femmine;2
2006;Ucraina;Altri Paesi Europa;Sicilia;Femmine;1
2006;Uzbekistan;Asia occidentale;Abruzzo;Femmine;2
2006;Venezuela;America meridionale;Lazio;Maschi;1
2007;Albania;Altri Paesi Europa;Estero;Maschi;49
2007;Albania;Altri Paesi Europa;Provincia di Forlì-Cesena;Maschi;2
2007;Austria;Unione Europea;Veneto;Maschi;1
2007;Brasile;America meridionale;Provincia di Reggio Emilia;Femmine;1
2007;Brasile;America meridionale;Provincia di Rimini;Femmine;1
2007;Bulgaria;Unione Europea;Umbria;Femmine;1
2007;Cina;Altri paesi Asia;Estero;Femmine;63
2007;Colombia;America meridionale;Provincia di Bologna;Maschi;2
2007;Croazia;Altri Paesi Europa;Estero;Maschi;1
2007;Egitto;Africa settentrionale;Provincia di Bologna;Maschi;3
2007;Etiopia;Altri paesi Africa;Estero;Maschi;6
2007;Filippine;Altri paesi Asia;Provincia di Bologna;Femmine;47
2007;Francia;Unione Europea;Estero;Maschi;7
2007;Germania;Unione Europea;Provincia di Bologna;Femmine;1
2007;Ghana;Altri paesi Africa;Provincia di Bologna;Femmine;1
2007;Lituania;Unione Europea;Estero;Femmine;2
2007;Lituania;Unione Europea;Estero;Maschi;1
2007;Moldova;Altri Paesi Europa;Provincia di Ferrara;Maschi;4
2007;Moldova;Altri Paesi Europa;Provincia di Modena;Maschi;4
2007;Perù;America meridionale;Provincia di Bologna;Maschi;8
2007;Romania;Unione Europea;Provincia di Ferrara;Femmine;2
2007;Russia (Federazione);Altri Paesi Europa;Sicilia;Femmine;2
2007;Spagna;Unione Europea;Estero;Maschi;5
2007;Sudan;Africa settentrionale;Toscana;Maschi;1
2007;Taiwan (Formosa);Altri paesi Asia;Estero;Femmine;1
2007;Tunisia;Africa settentrionale;Lombardia;Femmine;5
2007;Ucraina;Altri Paesi Europa;Provincia di Bologna;Maschi;10
2007;Ucraina;Altri Paesi Europa;Veneto;Femmine;3
2008;Argentina;America meridionale;Estero;Maschi;21
2008;Bangladesh;Altri paesi Asia;Estero;Femmine;207
2008;Bangladesh;Altri paesi Asia;Toscana;Femmine;2
2008;Belgio;Unione Europea;Estero;Femmine;5
2008;Bolivia;America meridionale;Lombardia;Femmine;1
2008;Bulgaria;Unione Europea;Basilicata;Femmine;2
2008;Burkina Faso;Altri paesi Africa;Provincia di Bologna;Maschi;1
2008;Cina;Altri paesi Asia;Sicilia;Femmine;3
2008;Costa d'Avorio;Altri paesi Africa;Sicilia;Femmine;1
2008;Cuba;America centrale;Provincia di Modena;Femmine;1
2008;Danimarca;Unione Europea;Estero;Maschi;2
2008;Finlandia;Unione Europea;Estero;Femmine;3
2008;Francia;Unione Europea;Estero;Maschi;18
2008;Germania;Unione Europea;Estero;Femmine;11
2008;India;Altri paesi Asia;Provincia di Bologna;Maschi;2
2008;India;Altri paesi Asia;Provincia di Ferrara;Maschi;1
2008;Indonesia;Altri paesi Asia;Estero;Femmine;1
2008;Iraq;Asia occidentale;Estero;Maschi;3
2008;Israele;Asia occidentale;Estero;Maschi;6
2008;Marocco;Africa settentrionale;Campania;Femmine;1
2008;Marocco;Africa settentrionale;Estero;Femmine;103
2008;Moldova;Altri Paesi Europa;Provincia di Bologna;Femmine;53
2008;Moldova;Altri Paesi Europa;Provincia di Bologna;Maschi;15
2008;Moldova;Altri Paesi Europa;Sardegna;Femmine;1
2008;Nigeria;Altri paesi Africa;Lazio;Femmine;1
2008;Pakistan;Altri paesi Asia;Abruzzo;Maschi;4
2008;Paraguay;America meridionale;Estero;Maschi;4
2008;Perù;America meridionale;Marche;Femmine;3
2008;Polonia;Unione Europea;Campania;Femmine;8
2008;Polonia;Unione Europea;Provincia di Bologna;Femmine;27
2008;Polonia;Unione Europea;Toscana;Femmine;1
2008;Portogallo;Unione Europea;Estero;Maschi;3
2008;Rep. Dominicana;America centrale;Provincia di Bologna;Femmine;2
2008;Romania;Unione Europea;Lombardia;Femmine;6
2008;Romania;Unione Europea;Provincia di Bologna;Femmine;108
2008;Romania;Unione Europea;Provincia di Rimini;Femmine;1
2008;Russia (Federazione);Altri Paesi Europa;Toscana;Femmine;1
2008;Stati Uniti;America settentrionale;Lombardia;Femmine;1
2008;Tunisia;Africa settentrionale;Estero;Femmine;16
2008;Tunisia;Africa settentrionale;Provincia di Bologna;Femmine;5
2009;Albania;Altri Paesi Europa;Liguria;Maschi;2
2009;Albania;Altri Paesi Europa;Toscana;Maschi;4
2009;Bangladesh;Altri paesi Asia;Lombardia;Femmine;5
2009;Camerun;Altri paesi Africa;Provincia di Bologna;Femmine;2
2009;Cina;Altri paesi Asia;Provincia di Bologna;Femmine;9
2009;Cina;Altri paesi Asia;Toscana;Maschi;13
2009;Ecuador;America meridionale;Estero;Maschi;10
2009;Eritrea;Altri paesi Africa;Abruzzo;Femmine;2
2009;Eritrea;Altri paesi Africa;Estero;Maschi;10
2009;Etiopia;Altri paesi Africa;Lazio;Maschi;1
2009;Francia;Unione Europea;Lombardia;Maschi;1
2009;Israele;Asia occidentale;Provincia di Bologna;Femmine;1
2009;Kosovo;Altri Paesi Europa;Estero;Femmine;1
2009;Liberia;Altri paesi Africa;Veneto;Femmine;1
2009;Moldova;Altri Paesi Europa;Provincia di Modena;Maschi;1
2009;Nigeria;Altri paesi Africa;Provincia di Bologna;Femmine;10
2009;Perù;America meridionale;Trentino Alto Adige;Femmine;1
2009;Romania;Unione Europea;Campania;Femmine;1
2009;Romania;Unione Europea;Marche;Femmine;3
2009;Romania;Unione Europea;Provincia di Reggio Emilia;Maschi;1
2009;Romania;Unione Europea;Sardegna;Femmine;1
2009;Russia (Federazione);Altri Paesi Europa;Provincia di Modena;Femmine;2
2009;Senegal;Altri paesi Africa;Provincia di Forlì-Cesena;Maschi;1
2009;Sri Lanka (Ceylon);Altri paesi Asia;Veneto;Femmine;1
2009;Svizzera;Altri Paesi Europa;Provincia di Bologna;Maschi;1
2009;Tunisia;Africa settentrionale;Provincia di Ravenna;Maschi;1
2009;Turchia;Altri Paesi Europa;Estero;Maschi;5
2009;Ucraina;Altri Paesi Europa;Provincia di Modena;Femmine;3
2009;Ucraina;Altri Paesi Europa;Sicilia;Femmine;1
2009;Ucraina;Altri Paesi Europa;Veneto;Femmine;1
2009;Ungheria;Unione Europea;Estero;Femmine;13
2010;Albania;Altri Paesi Europa;Marche;Femmine;2
2010;Albania;Altri Paesi Europa;Molise;Maschi;1
2010;Albania;Altri Paesi Europa;Provincia di Ferrara;Maschi;1
2010;Albania;Altri Paesi Europa;Trentino Alto Adige;Femmine;1
2010;Algeria;Africa settentrionale;Estero;Femmine;3
2010;Bangladesh;Altri paesi Asia;Provincia di Bologna;Maschi;33
2010;Bangladesh;Altri paesi Asia;Provincia di Forlì-Cesena;Femmine;1
2010;Bangladesh;Altri paesi Asia;Toscana;Maschi;2
2010;Bielorussia;Altri Paesi Europa;Estero;Femmine;19
2010;Bulgaria;Unione Europea;Calabria;Femmine;1
2010;Bulgaria;Unione Europea;Provincia di Modena;Femmine;1
2010;Burundi;Altri paesi Africa;Provincia di Bologna;Femmine;1
2010;Camerun;Altri paesi Africa;Provincia di Bologna;Femmine;8
2010;Canada;America settentrionale;Estero;Maschi;3
2010;Capo Verde;Altri paesi Africa;Campania;Maschi;2
2010;Cina;Altri paesi Asia;Provincia di Rimini;Maschi;3
2010;Corea del Sud (Rep.);Altri paesi Asia;Estero;Femmine;1
2010;Cuba;America centrale;Estero;Femmine;8
2010;Cuba;America centrale;Estero;Maschi;9
2010;Etiopia;Altri paesi Africa;Puglia;Femmine;1
2010;Filippine;Altri paesi Asia;Provincia di Modena;Femmine;1
2010;Francia;Unione Europea;Estero;Maschi;17
2010;Georgia;Asia occidentale;Puglia;Femmine;1
2010;Germania;Unione Europea;Provincia di Bologna;Femmine;2
2010;India;Altri paesi Asia;Calabria;Maschi;1
2010;India;Altri paesi Asia;Estero;Femmine;25
2010;Iran;Altri paesi Asia;Estero;Femmine;11
2010;Moldova;Altri Paesi Europa;Friuli Venezia Giulia;Maschi;2
2010;Moldova;Altri Paesi Europa;Provincia di Bologna;Femmine;54
2010;Moldova;Altri Paesi Europa;Provincia di Ravenna;Femmine;3
2010;Moldova;Altri Paesi Europa;Puglia;Femmine;2
2010;Pakistan;Altri paesi Asia;Provincia di Ferrara;Maschi;21
2010;Pakistan;Altri paesi Asia;Veneto;Maschi;2
2010;Perù;America meridionale;Provincia di Piacenza;Maschi;1
2010;Polonia;Unione Europea;Toscana;Femmine;2
2010;Regno Unito;Unione Europea;Estero;Maschi;7
2010;Regno Unito;Unione Europea;Lombardia;Maschi;1
2010;Rep. Dominicana;America centrale;Puglia;Femmine;1
2010;Romania;Unione Europea;Lombardia;Femmine;6
2010;Romania;Unione Europea;Provincia di Parma;Femmine;1
2010;Romania;Unione Europea;Sicilia;Maschi;1
2010;Russia (Federazione);Altri Paesi Europa;Provincia di Modena;Femmine;1
2011;Nigeria;Altri paesi Africa;Provincia di Forlì-Cesena;Maschi;1
2011;Portogallo;Unione Europea;Estero;Femmine;2
2011;Regno Unito;Unione Europea;Estero;Femmine;9
2011;Regno Unito;Unione Europea;Lombardia;Maschi;1
2011;Regno Unito;Unione Europea;Toscana;Maschi;1
2011;Rep. Ceca;Unione Europea;Estero;Femmine;3
2011;Rep. Centrafricana;Altri paesi Africa;Estero;Femmine;1
2011;Romania;Unione Europea;Calabria;Femmine;2
2011;Romania;Unione Europea;Marche;Maschi;1
2011;Romania;Unione Europea;Provincia di Piacenza;Femmine;1
2011;Romania;Unione Europea;Provincia di Piacenza;Maschi;1
2011;Romania;Unione Europea;Provincia di Reggio Emilia;Femmine;1
2011;Romania;Unione Europea;Sicilia;Femmine;3
2011;Russia (Federazione);Altri Paesi Europa;Campania;Maschi;1
2011;Senegal;Altri paesi Africa;Estero;Maschi;15
2011;Senegal;Altri paesi Africa;Toscana;Maschi;1
2011;Siria;Asia occidentale;Provincia di Bologna;Femmine;1
2011;Slovacchia;Unione Europea;Estero;Femmine;2
2011;Slovenia;Unione Europea;Estero;Femmine;1
2011;Sri Lanka (Ceylon);Altri paesi Asia;Campania;Femmine;2
2011;Sri Lanka (Ceylon);Altri paesi Asia;Provincia di Modena;Femmine;1
2011;Stati Uniti;America settentrionale;Umbria;Femmine;1
2011;Tunisia;Africa settentrionale;Provincia di Ravenna;Femmine;1
2011;Turchia;Altri Paesi Europa;Estero;Maschi;7
2011;Turchia;Altri Paesi Europa;Veneto;Maschi;2
2011;Ucraina;Altri Paesi Europa;Piemonte;Femmine;2
2011;Ucraina;Altri Paesi Europa;Provincia di Ferrara;Maschi;1
2011;Ucraina;Altri Paesi Europa;Provincia di Modena;Femmine;9
2012;Albania;Altri Paesi Europa;Estero;Maschi;33
2012;Albania;Altri Paesi Europa;Lombardia;Maschi;3
2012;Argentina;America meridionale;Estero;Femmine;10
2012;Argentina;America meridionale;Provincia di Bologna;Maschi;1
2012;Bangladesh;Altri paesi Asia;Lazio;Maschi;5
2012;Bangladesh;Altri paesi Asia;Liguria;Maschi;1
2012;Bielorussia;Altri Paesi Europa;Provincia di Bologna;Femmine;5
2012;Brasile;America meridionale;Lazio;Femmine;1
2012;Burundi;Altri paesi Africa;Estero;Maschi;1
2012;Camerun;Altri paesi Africa;Veneto;Maschi;4
2012;Capo Verde;Altri paesi Africa;Provincia di Bologna;Maschi;2
2012;Capo Verde;Altri paesi Africa;Toscana;Maschi;1
2012;Cina;Altri paesi Asia;Abruzzo;Maschi;1
2012;Cina;Altri paesi Asia;Lazio;Maschi;1
2012;Cina;Altri paesi Asia;Provincia di Parma;Maschi;2
2012;Cina;Altri paesi Asia;Sardegna;Femmine;1
2012;Congo;Altri paesi Africa;Provincia di Bologna;Maschi;1
2012;Costarica;America centrale;Calabria;Femmine;1
2012;Croazia;Altri Paesi Europa;Estero;Femmine;3
2012;Danimarca;Unione Europea;Estero;Femmine;1
2012;Danimarca;Unione Europea;Provincia di Reggio Emilia;Femmine;1
2012;Ecuador;America meridionale;Calabria;Maschi;1
2012;Egitto;Africa settentrionale;Puglia;Maschi;1
2012;Egitto;Africa settentrionale;Sicilia;Maschi;1
2012;Eritrea;Altri paesi Africa;Estero;Maschi;7
2012;Etiopia;Altri paesi Africa;Estero;Femmine;8
2012;Etiopia;Altri paesi Africa;Estero;Maschi;3
2012;Filippine;Altri paesi Asia;Lombardia;Femmine;4
2012;Filippine;Altri paesi Asia;Lombardia;Maschi;3
2012;Filippine;Altri paesi Asia;Piemonte;Maschi;3
2012;Filippine;Altri paesi Asia;Provincia di Bologna;Femmine;45
2012;Filippine;Altri paesi Asia;Veneto;Maschi;1
2012;Finlandia;Unione Europea;Friuli Venezia Giulia;Maschi;1
2012;Francia;Unione Europea;Lazio;Femmine;1
2012;Georgia;Asia occidentale;Estero;Maschi;2
2012;Germania;Unione Europea;Puglia;Maschi;1
2012;Giappone;Altri paesi Asia;Estero;Maschi;3
2012;India;Altri paesi Asia;Estero;Femmine;19
2012;Iran;Altri paesi Asia;Estero;Maschi;25
2012;Iraq;Asia occidentale;Estero;Femmine;2
2012;Kosovo;Altri Paesi Europa;Estero;Femmine;5
2012;Kosovo;Altri Paesi Europa;Estero;Maschi;8
2012;Liberia;Altri paesi Africa;Provincia di Bologna;Maschi;1
2012;Marocco;Africa settentrionale;Puglia;Femmine;2
2012;Moldova;Altri Paesi Europa;Lazio;Maschi;1
2012;Moldova;Altri Paesi Europa;Provincia di Bologna;Maschi;27
2012;Nepal;Altri paesi Asia;Estero;Maschi;1
2012;Nigeria;Altri paesi Africa;Estero;Femmine;26
2012;Nigeria;Altri paesi Africa;Sardegna;Maschi;2
2012;Nigeria;Altri paesi Africa;Veneto;Femmine;5
2012;Pakistan;Altri paesi Asia;Campania;Maschi;2
2012;Pakistan;Altri paesi Asia;Provincia di Bologna;Maschi;62
2012;Pakistan;Altri paesi Asia;Puglia;Maschi;1
2012;Paraguay;America meridionale;Estero;Maschi;6
2012;Perù;America meridionale;Marche;Femmine;1
2012;Perù;America meridionale;Provincia di Bologna;Femmine;13
2012;Perù;America meridionale;Valle d'Aosta;Femmine;1
2012;Polonia;Unione Europea;Provincia di Bologna;Femmine;29
2012;Polonia;Unione Europea;Toscana;Femmine;1
2012;Portogallo;Unione Europea;Estero;Femmine;4
2012;Portogallo;Unione Europea;Provincia di Parma;Maschi;1
