Anno;Cittadinanza;Area;Provenienza;Sesso;Numero Immigrati
2023;Albania;Altri Paesi Europa;Provincia di Bologna;Maschi;21
2023;Albania;Altri Paesi Europa;Provincia di Rimini;Maschi;4
2023;Albania;Altri Paesi Europa;Puglia;Femmine;2
2023;Australia;Australia e Oceania;Estero;Femmine;6
2023;Bangladesh;Altri paesi Asia;Molise;Maschi;1
2023;Bangladesh;Altri paesi Asia;Toscana;Femmine;1
2023;Brasile;America meridionale;Liguria;Femmine;1
2023;Cina;Altri paesi Asia;Provincia di Ravenna;Femmine;2
2023;Cina;Altri paesi Asia;Toscana;Femmine;7
2023;Cuba;America centrale;Provincia di Bologna;Femmine;6
2023;Ecuador;America meridionale;Estero;Maschi;9
2023;El Salvador;America centrale;Estero;Maschi;1
2023;Etiopia;Altri paesi Africa;Estero;Femmine;10
2023;Etiopia;Altri paesi Africa;Estero;Maschi;4
2023;Etiopia;Altri paesi Africa;Provincia di Bologna;Femmine;1
2023;Filippine;Altri paesi Asia;Provincia di Ferrara;Femmine;2
2023;Georgia;Asia occidentale;Provincia di Bologna;Femmine;13
2023;Germania;Unione Europea;Estero;Femmine;10
2023;Guinea;Altri paesi Africa;Campania;Maschi;1
2023;Guinea;Altri paesi Africa;Provincia di Bologna;Maschi;8
2023;India;Altri paesi Asia;Provincia di Parma;Femmine;1
2023;Indonesia;Altri paesi Asia;Estero;Femmine;4
2023;Iran;Altri paesi Asia;Toscana;Femmine;1
2023;Kosovo;Altri Paesi Europa;Estero;Maschi;3
2023;Moldova;Altri Paesi Europa;Campania;Femmine;1
2023;Moldova;Altri Paesi Europa;Provincia di Modena;Femmine;3
2023;Moldova;Altri Paesi Europa;Veneto;Maschi;1
2023;Myanmar (Birmania);Altri paesi Asia;Provincia di Ravenna;Femmine;1
2023;Nigeria;Altri paesi Africa;Piemonte;Maschi;3
2023;Nigeria;Altri paesi Africa;Provincia di Ravenna;Femmine;1
2023;Pakistan;Altri paesi Asia;Calabria;Maschi;3
2023;Pakistan;Altri paesi Asia;Lombardia;Femmine;1
2023;Rep. Dem. del Congo (Zaire);Altri paesi Africa;Estero;Femmine;3
2023;Romania;Unione Europea;Calabria;Femmine;2
2023;Romania;Unione Europea;Marche;Femmine;4
2023;Slovenia;Unione Europea;Estero;Maschi;2
2023;Sri Lanka (Ceylon);Altri paesi Asia;Veneto;Maschi;1
2023;Sudan;Africa settentrionale;Sicilia;Maschi;1
2023;Togo;Altri paesi Africa;Provincia di Bologna;Maschi;1
2023;Ucraina;Altri Paesi Europa;Provincia di Bologna;Maschi;9
2023;Venezuela;America meridionale;Estero;Maschi;2
2023;Yemen;Asia occidentale;Estero;Femmine;1
2024;Albania;Altri Paesi Europa;Estero;Maschi;95
2024;Albania;Altri Paesi Europa;Friuli Venezia Giulia;Femmine;2
2024;Albania;Altri Paesi Europa;Lombardia;Maschi;3
2024;Albania;Altri Paesi Europa;Veneto;Femmine;1
2024;Argentina;America meridionale;Estero;Maschi;24
2024;Azerbaigian;Asia occidentale;Liguria;Maschi;1
2024;Bangladesh;Altri paesi Asia;Lazio;Femmine;1
2024;Bangladesh;Altri paesi Asia;Liguria;Femmine;1
2024;Bangladesh;Altri paesi Asia;Marche;Femmine;1
2024;Brasile;America meridionale;Provincia di Modena;Maschi;2
2024;Bulgaria;Unione Europea;Lazio;Femmine;1
2024;Colombia;America meridionale;Lombardia;Maschi;1
2024;Colombia;America meridionale;Provincia di Ferrara;Maschi;1
2024;Congo;Altri paesi Africa;Estero;Maschi;3
2024;Croazia;Unione Europea;Provincia di Bologna;Femmine;2
2024;Croazia;Unione Europea;Trentino Alto Adige;Femmine;1
2024;Cuba;America centrale;Calabria;Femmine;1
2024;Cuba;America centrale;Provincia di Bologna;Maschi;2
2024;El Salvador;America centrale;Lombardia;Femmine;1
2024;Filippine;Altri paesi Asia;Provincia di Bologna;Maschi;8
2024;Filippine;Altri paesi Asia;Provincia di Rimini;Femmine;1
2024;Francia;Unione Europea;Provincia di Bologna;Femmine;1
2024;Germania;Unione Europea;Estero;Femmine;11
2024;Germania;Unione Europea;Trentino Alto Adige;Maschi;1
2024;Grecia;Unione Europea;Provincia di Rimini;Femmine;1
2024;Libia;Africa settentrionale;Estero;Maschi;11
2024;Lituania;Unione Europea;Estero;Maschi;2
2024;Macedonia;Altri Paesi Europa;Estero;Maschi;1
2024;Marocco;Africa settentrionale;Abruzzo;Femmine;1
2024;Moldova;Altri Paesi Europa;Lombardia;Femmine;1
2024;Perù;America meridionale;Estero;Femmine;122
2024;Polonia;Unione Europea;Estero;Maschi;5
2024;Polonia;Unione Europea;Provincia di Bologna;Femmine;3
2024;Regno Unito;Altri Paesi Europa;Estero;Femmine;6
2024;Sierra Leone;Altri paesi Africa;Estero;Femmine;6
2024;Somalia;Altri paesi Africa;Calabria;Maschi;1
2024;Somalia;Altri paesi Africa;Campania;Maschi;2
2024;Somalia;Altri paesi Africa;Estero;Maschi;21
2024;Somalia;Altri paesi Africa;Sicilia;Femmine;1
2024;Sri Lanka (Ceylon);Altri paesi Asia;Lombardia;Femmine;1
2024;Taiwan (Formosa);Altri paesi Asia;Lombardia;Femmine;1
2024;Uruguay;America meridionale;Estero;Maschi;1
1991;Albania;Altri Paesi Europa;Provincia di Modena;Maschi;1
1991;Algeria;Africa settentrionale;Campania;Maschi;1
1991;Argentina;America meridionale;Estero;Maschi;3
1991;Argentina;America meridionale;Lombardia;Femmine;1
1991;Bangladesh;Altri paesi Asia;Lazio;Maschi;2
1991;Bangladesh;Altri paesi Asia;Sicilia;Maschi;1
1991;Brasile;America meridionale;Provincia di Ferrara;Femmine;1
1991;Cina;Altri paesi Asia;Provincia di Bologna;Maschi;1
1991;Cina;Altri paesi Asia;Provincia di Ferrara;Maschi;1
1991;Cina;Altri paesi Asia;Provincia di Forlì-Cesena;Femmine;1
1991;Cina;Altri paesi Asia;Provincia di Forlì-Cesena;Maschi;1
1991;Colombia;America meridionale;Provincia di Ferrara;Maschi;1
1991;Costarica;America centrale;Provincia di Bologna;Femmine;1
1991;Etiopia;Altri paesi Africa;Puglia;Femmine;1
1991;Filippine;Altri paesi Asia;Estero;Maschi;21
1991;Filippine;Altri paesi Asia;Lazio;Femmine;4
1991;Finlandia;Altri Paesi Europa;Estero;Maschi;1
1991;Ghana;Altri paesi Africa;Estero;Femmine;1
1991;Iran;Altri paesi Asia;Piemonte;Femmine;1
1991;Iran;Altri paesi Asia;Piemonte;Maschi;1
1991;Iran;Altri paesi Asia;Toscana;Maschi;1
1991;Libano;Asia occidentale;Estero;Maschi;2
1991;Malaysia;Altri paesi Asia;Lombardia;Maschi;1
1991;Marocco;Africa settentrionale;Estero;Maschi;82
1991;Polonia;Altri Paesi Europa;Estero;Maschi;5
1991;Romania;Altri Paesi Europa;Estero;Femmine;7
1991;Senegal;Altri paesi Africa;Estero;Maschi;8
1991;Siria;Asia occidentale;Provincia di Bologna;Maschi;1
1991;Somalia;Altri paesi Africa;Estero;Maschi;8
1991;Spagna;Unione Europea;Provincia di Modena;Femmine;2
1991;Sri Lanka (Ceylon);Altri paesi Asia;Provincia di Bologna;Maschi;2
1991;Sri Lanka (Ceylon);Altri paesi Asia;Provincia di Modena;Maschi;1
1991;Stati Uniti;America settentrionale;Lazio;Maschi;1
1991;Tunisia;Africa settentrionale;Campania;Femmine;1
1991;Tunisia;Africa settentrionale;Campania;Maschi;3
1992;Albania;Altri Paesi Europa;Estero;Femmine;4
1992;Algeria;Africa settentrionale;Estero;Maschi;2
1992;Algeria;Africa settentrionale;Provincia di Parma;Femmine;1
1992;Bangladesh;Altri paesi Asia;Estero;Maschi;11
1992;Bangladesh;Altri paesi Asia;Provincia di Bologna;Maschi;1
1992;Brasile;America meridionale;Lombardia;Femmine;1
1992;Bulgaria;Altri Paesi Europa;Estero;Femmine;4
1992;Cina;Altri paesi Asia;Lazio;Maschi;1
1992;Costa d'Avorio;Altri paesi Africa;Campania;Maschi;2
1992;Costarica;America centrale;Estero;Maschi;1
1992;Egitto;Africa settentrionale;Estero;Maschi;7
1992;ex Jugoslavia;Altri Paesi Europa;Sicilia;Maschi;1
1992;Filippine;Altri paesi Asia;Friuli Venezia Giulia;Femmine;1
1992;Francia;Unione Europea;Estero;Femmine;16
1992;Guinea;Altri paesi Africa;Estero;Femmine;1
1992;India;Altri paesi Asia;Provincia di Bologna;Femmine;1
1992;Laos;Altri paesi Asia;Provincia di Bologna;Femmine;1
1992;Madagascar;Altri paesi Africa;Estero;Femmine;1
1992;Marocco;Africa settentrionale;Lazio;Maschi;14
1992;Maurizio;Altri paesi Africa;Sicilia;Maschi;2
1992;Pakistan;Altri paesi Asia;Estero;Maschi;160
1992;Perù;America meridionale;Estero;Femmine;14
1992;Somalia;Altri paesi Africa;Estero;Maschi;1
1992;Somalia;Altri paesi Africa;Provincia di Bologna;Maschi;4
1992;Turchia;Altri Paesi Europa;Estero;Maschi;1
1993;Albania;Altri Paesi Europa;Estero;Maschi;24
1993;Albania;Altri Paesi Europa;Provincia di Bologna;Maschi;6
1993;Argentina;America meridionale;Provincia di Bologna;Maschi;1
1993;Argentina;America meridionale;Sicilia;Maschi;1
1993;Austria;Altri Paesi Europa;Estero;Femmine;2
1993;Bangladesh;Altri paesi Asia;Estero;Femmine;1
1993;Brasile;America meridionale;Sicilia;Maschi;1
1993;Bulgaria;Altri Paesi Europa;Estero;Maschi;3
1993;Canada;America settentrionale;Estero;Femmine;2
1993;Cecoslovacchia;Altri Paesi Europa;Estero;Femmine;6
1993;Cina;Altri paesi Asia;Provincia di Parma;Maschi;2
1993;Colombia;America meridionale;Provincia di Bologna;Maschi;1
1993;Corea del Sud (Rep.);Altri paesi Asia;Provincia di Bologna;Femmine;1
1993;Croazia;Altri Paesi Europa;Estero;Femmine;2
1993;Croazia;Altri Paesi Europa;Estero;Maschi;2
1993;Cuba;America centrale;Estero;Femmine;2
1993;Filippine;Altri paesi Asia;Lazio;Femmine;4
1993;Filippine;Altri paesi Asia;Lazio;Maschi;3
1993;Germania;Unione Europea;Provincia di Modena;Maschi;1
1993;Ghana;Altri paesi Africa;Provincia di Bologna;Maschi;4
1993;Giappone;Altri paesi Asia;Umbria;Femmine;1
1993;Grecia;Unione Europea;Estero;Maschi;7
1993;India;Altri paesi Asia;Abruzzo;Femmine;1
1993;Iran;Altri paesi Asia;Estero;Femmine;2
1993;Marocco;Africa settentrionale;Provincia di Ferrara;Maschi;1
1993;Marocco;Africa settentrionale;Sardegna;Femmine;2
1993;Marocco;Africa settentrionale;Sardegna;Maschi;4
1993;Marocco;Africa settentrionale;Sicilia;Maschi;17
1993;Paesi Bassi;Unione Europea;Estero;Maschi;3
1993;Portogallo;Unione Europea;Estero;Femmine;4
1993;Regno Unito;Unione Europea;Provincia di Parma;Maschi;1
1993;Romania;Altri Paesi Europa;Provincia di Bologna;Femmine;1
1993;Senegal;Altri paesi Africa;Estero;Maschi;16
1993;Spagna;Unione Europea;Estero;Femmine;7
1993;Sri Lanka (Ceylon);Altri paesi Asia;Estero;Maschi;5
1993;Tunisia;Africa settentrionale;Provincia di Modena;Maschi;3
1993;Turchia;Altri Paesi Europa;Provincia di Bologna;Maschi;1
1993;Venezuela;America meridionale;Estero;Femmine;1
1994;Argentina;America meridionale;Provincia di Bologna;Femmine;1
1994;Bangladesh;Altri paesi Asia;Provincia di Bologna;Maschi;4
1994;Brasile;America meridionale;Provincia di Bologna;Maschi;1
1994;Brasile;America meridionale;Provincia di Reggio Emilia;Maschi;1
1994;Canada;America settentrionale;Calabria;Maschi;1
1994;Cina;Altri paesi Asia;Toscana;Maschi;3
1994;Colombia;America meridionale;Campania;Femmine;1
1994;Ecuador;America meridionale;Estero;Maschi;1
1994;Egitto;Africa settentrionale;Lombardia;Maschi;1
1994;El Salvador;America centrale;Provincia di Bologna;Maschi;1
1994;ex Jugoslavia;Altri Paesi Europa;Abruzzo;Maschi;1
1994;ex Unione Sovietica;Altri Paesi Europa;Estero;Maschi;3
1994;Filippine;Altri paesi Asia;Lombardia;Femmine;2
1994;Filippine;Altri paesi Asia;Provincia di Forlì-Cesena;Femmine;2
1994;Filippine;Altri paesi Asia;Provincia di Modena;Maschi;1
1994;Germania;Unione Europea;Estero;Femmine;10
1994;Grecia;Unione Europea;Provincia di Ferrara;Femmine;1
1994;Marocco;Africa settentrionale;Piemonte;Maschi;2
1994;Nigeria;Altri paesi Africa;Estero;Maschi;2
1994;Polonia;Altri Paesi Europa;Lazio;Femmine;2
1994;Regno Unito;Unione Europea;Provincia di Bologna;Femmine;1
1994;Spagna;Unione Europea;Estero;Femmine;9
1994;Stati Uniti;America settentrionale;Estero;Femmine;4
1994;Stati Uniti;America settentrionale;Umbria;Maschi;1
1994;Tunisia;Africa settentrionale;Trentino Alto Adige;Maschi;2
1995;Bangladesh;Altri paesi Asia;Lombardia;Maschi;1
1995;Capo Verde;Altri paesi Africa;Lazio;Femmine;2
1995;Costa d'Avorio;Altri paesi Africa;Estero;Maschi;2
1995;Danimarca;Unione Europea;Provincia di Modena;Femmine;1
1995;Etiopia;Altri paesi Africa;Provincia di Bologna;Maschi;1
1995;Etiopia;Altri paesi Africa;Toscana;Femmine;1
1995;ex Jugoslavia;Altri Paesi Europa;Provincia di Ravenna;Femmine;1
1995;ex Jugoslavia;Altri Paesi Europa;Valle d'Aosta;Maschi;1
1995;Filippine;Altri paesi Asia;Estero;Maschi;24
1995;Filippine;Altri paesi Asia;Lombardia;Femmine;3
1995;Filippine;Altri paesi Asia;Provincia di Bologna;Femmine;12
1995;Filippine;Altri paesi Asia;Provincia di Bologna;Maschi;8
1995;Filippine;Altri paesi Asia;Provincia di Parma;Femmine;1
1995;Francia;Unione Europea;Lombardia;Maschi;1
1995;Germania;Unione Europea;Provincia di Ferrara;Femmine;1
1995;Giordania;Asia occidentale;Estero;Femmine;3
1995;Israele;Asia occidentale;Provincia di Ferrara;Maschi;1
1995;Kenia;Altri paesi Africa;Estero;Maschi;1
1995;Laos;Altri paesi Asia;Provincia di Bologna;Maschi;1
1995;Libia;Africa settentrionale;Estero;Maschi;1
1995;Marocco;Africa settentrionale;Estero;Maschi;23
1995;Marocco;Africa settentrionale;Sicilia;Maschi;4
1995;Mauritania;Altri paesi Africa;Estero;Maschi;1
1995;Nicaragua;America centrale;Estero;Femmine;1
1995;Pakistan;Altri paesi Asia;Lazio;Maschi;1
1995;Perù;America meridionale;Provincia di Bologna;Femmine;2
1995;Portogallo;Unione Europea;Estero;Femmine;1
1995;Romania;Altri Paesi Europa;Estero;Maschi;3
1995;Senegal;Altri paesi Africa;Sardegna;Maschi;1
1995;Somalia;Altri paesi Africa;Estero;Maschi;6
1995;Spagna;Unione Europea;Provincia di Rimini;Femmine;1
1995;Sri Lanka (Ceylon);Altri paesi Asia;Veneto;Maschi;1
1995;Stati Uniti;America settentrionale;Marche;Maschi;1
1995;Svizzera;Altri Paesi Europa;Provincia di Bologna;Femmine;1
1995;Togo;Altri paesi Africa;Estero;Maschi;1
1995;Turchia;Altri Paesi Europa;Estero;Femmine;2
1995;Venezuela;America meridionale;Campania;Femmine;1
1995;Vietnam;Altri paesi Asia;Estero;Femmine;2
1996;Albania;Altri Paesi Europa;Piemonte;Maschi;1
1996;Albania;Altri Paesi Europa;Provincia di Bologna;Maschi;8
1996;Bangladesh;Altri paesi Asia;Lombardia;Maschi;2
1996;Bielorussia;Altri Paesi Europa;Estero;Femmine;1
1996;Bulgaria;Altri Paesi Europa;Estero;Maschi;3
1996;Camerun;Altri paesi Africa;Puglia;Femmine;1
1996;Camerun;Altri paesi Africa;Umbria;Maschi;1
1996;Canada;America settentrionale;Estero;Femmine;2
1996;Cina;Altri paesi Asia;Lazio;Femmine;2
1996;Cina;Altri paesi Asia;Lazio;Maschi;1
1996;Cina;Altri paesi Asia;Provincia di Bologna;Femmine;2
1996;Cina;Altri paesi Asia;Sardegna;Femmine;1
1996;Corea del Sud (Rep.);Altri paesi Asia;Estero;Femmine;2
1996;Egitto;Africa settentrionale;Estero;Femmine;4
1996;Egitto;Africa settentrionale;Estero;Maschi;12
1996;Egitto;Africa settentrionale;Provincia di Modena;Femmine;1
1996;Etiopia;Altri paesi Africa;Provincia di Bologna;Maschi;2
1996;ex Jugoslavia;Altri Paesi Europa;Lazio;Femmine;1
1996;ex Jugoslavia;Altri Paesi Europa;Umbria;Femmine;2
1996;ex Unione Sovietica;Altri Paesi Europa;Estero;Femmine;19
1996;ex Unione Sovietica;Altri Paesi Europa;Provincia di Modena;Femmine;1
1996;Filippine;Altri paesi Asia;Lombardia;Femmine;4
1996;Filippine;Altri paesi Asia;Provincia di Bologna;Femmine;11
1996;Filippine;Altri paesi Asia;Toscana;Femmine;2
1996;Filippine;Altri paesi Asia;Veneto;Femmine;1
1996;Finlandia;Unione Europea;Estero;Maschi;2
1996;Francia;Unione Europea;Provincia di Bologna;Femmine;2
1996;Giappone;Altri paesi Asia;Estero;Femmine;10
1996;Lituania;Altri Paesi Europa;Estero;Femmine;1
1996;Marocco;Africa settentrionale;Abruzzo;Maschi;1
1996;Marocco;Africa settentrionale;Campania;Maschi;3
1996;Marocco;Africa settentrionale;Provincia di Bologna;Femmine;18
1996;Marocco;Africa settentrionale;Provincia di Bologna;Maschi;39
1996;Marocco;Africa settentrionale;Provincia di Modena;Maschi;2
1996;Marocco;Africa settentrionale;Toscana;Maschi;1
1996;Marocco;Africa settentrionale;Veneto;Femmine;2
1996;Marocco;Africa settentrionale;Veneto;Maschi;1
1996;Maurizio;Altri paesi Africa;Estero;Femmine;2
1996;Messico;America centrale;Estero;Maschi;1
1996;Nigeria;Altri paesi Africa;Estero;Femmine;13
1996;Pakistan;Altri paesi Asia;Piemonte;Maschi;1
1996;Perù;America meridionale;Toscana;Maschi;1
1996;Regno Unito;Unione Europea;Estero;Maschi;7
1996;Rep. Dem. del Congo (Zaire);Altri paesi Africa;Lazio;Maschi;1
1996;Rep. Dominicana;America centrale;Abruzzo;Femmine;1
1996;Romania;Altri Paesi Europa;Estero;Maschi;28
1996;Romania;Altri Paesi Europa;Provincia di Bologna;Maschi;1
1996;Senegal;Altri paesi Africa;Estero;Maschi;13
1996;Senegal;Altri paesi Africa;Sardegna;Maschi;1
1996;Spagna;Unione Europea;Toscana;Maschi;1
1996;Sri Lanka (Ceylon);Altri paesi Asia;Lazio;Maschi;2
1996;Sri Lanka (Ceylon);Altri paesi Asia;Lombardia;Maschi;2
1996;Sri Lanka (Ceylon);Altri paesi Asia;Marche;Maschi;1
1996;Sri Lanka (Ceylon);Altri paesi Asia;Sicilia;Maschi;2
1996;Stati Uniti;America settentrionale;Estero;Femmine;10
1996;Taiwan (Formosa);Altri paesi Asia;Provincia di Bologna;Maschi;2
1996;Venezuela;America meridionale;Provincia di Bologna;Femmine;1
1997;Albania;Altri Paesi Europa;Lombardia;Femmine;2
1997;Albania;Altri Paesi Europa;Marche;Maschi;1
1997;Algeria;Africa settentrionale;Provincia di Bologna;Femmine;2
1997;Argentina;America meridionale;Lombardia;Femmine;1
1997;Austria;Unione Europea;Estero;Maschi;2
1997;Bangladesh;Altri paesi Asia;Estero;Femmine;15
1997;Bulgaria;Altri Paesi Europa;Estero;Femmine;7
1997;Cina;Altri paesi Asia;Provincia di Forlì-Cesena;Maschi;3
1997;Cina;Altri paesi Asia;Toscana;Maschi;2
1997;Costa d'Avorio;Altri paesi Africa;Provincia di Bologna;Maschi;1
1997;Croazia;Altri Paesi Europa;Estero;Femmine;8
1997;Eritrea;Altri paesi Africa;Lombardia;Femmine;1
1997;Eritrea;Altri paesi Africa;Provincia di Bologna;Femmine;2
1997;Filippine;Altri paesi Asia;Lazio;Femmine;3
1997;Filippine;Altri paesi Asia;Lombardia;Femmine;4
1997;Filippine;Altri paesi Asia;Lombardia;Maschi;1
1997;Filippine;Altri paesi Asia;Provincia di Modena;Maschi;1
1997;Giappone;Altri paesi Asia;Provincia di Forlì-Cesena;Femmine;1
1997;Grecia;Unione Europea;Estero;Maschi;38
1997;India;Altri paesi Asia;Estero;Maschi;14
1997;Irlanda;Unione Europea;Estero;Maschi;3
1997;Israele;Asia occidentale;Estero;Maschi;4
1997;Libano;Asia occidentale;Estero;Maschi;2
1997;Lituania;Altri Paesi Europa;Provincia di Ravenna;Femmine;1
1997;Macedonia;Altri Paesi Europa;Estero;Maschi;2
1997;Madagascar;Altri paesi Africa;Estero;Femmine;2
1997;Marocco;Africa settentrionale;Piemonte;Maschi;3
1997;Marocco;Africa settentrionale;Puglia;Femmine;2
1997;Messico;America centrale;Estero;Femmine;7
1997;Nigeria;Altri paesi Africa;Provincia di Bologna;Maschi;1
1997;Polonia;Altri Paesi Europa;Provincia di Bologna;Femmine;1
1997;Portogallo;Unione Europea;Piemonte;Maschi;1
1997;Portogallo;Unione Europea;Sardegna;Maschi;1
1997;Regno Unito;Unione Europea;Estero;Femmine;6
1997;Rep. Dominicana;America centrale;Provincia di Bologna;Femmine;1
1997;Ruanda;Altri paesi Africa;Estero;Femmine;1
1997;San Marino;Altri Paesi Europa;Estero;Femmine;6
1997;Senegal;Altri paesi Africa;Provincia di Bologna;Maschi;6
1997;Senegal;Altri paesi Africa;Veneto;Femmine;2
1997;Senegal;Altri paesi Africa;Veneto;Maschi;2
1997;Sri Lanka (Ceylon);Altri paesi Asia;Campania;Maschi;1
1997;Sri Lanka (Ceylon);Altri paesi Asia;Estero;Femmine;23
1997;Sri Lanka (Ceylon);Altri paesi Asia;Puglia;Femmine;1
1997;Stati Uniti;America settentrionale;Lazio;Femmine;1
1997;Stati Uniti;America settentrionale;Provincia di Bologna;Femmine;1
1997;Sudan;Africa settentrionale;Lazio;Maschi;2
1997;Svezia;Unione Europea;Provincia di Bologna;Femmine;1
1997;Turchia;Altri Paesi Europa;Estero;Femmine;3
1997;Turchia;Altri Paesi Europa;Provincia di Bologna;Femmine;2
1997;Ucraina;Altri Paesi Europa;Provincia di Reggio Emilia;Femmine;1
1998;Albania;Altri Paesi Europa;Provincia di Ferrara;Femmine;1
1998;Apolide;Apolide;Provincia di Bologna;Maschi;1
1998;Bangladesh;Altri paesi Asia;Estero;Femmine;27
1998;Bangladesh;Altri paesi Asia;Lazio;Maschi;44
1998;Belgio;Unione Europea;Estero;Femmine;4
1998;Benin;Altri paesi Africa;Estero;Femmine;1
1998;Bosnia-Erzegovina;Altri Paesi Europa;Provincia di Bologna;Maschi;3
1998;Brasile;America meridionale;Estero;Femmine;9
1998;Brasile;America meridionale;Estero;Maschi;10
1998;Cina;Altri paesi Asia;Campania;Maschi;1
1998;Cina;Altri paesi Asia;Lombardia;Femmine;2
1998;Cina;Altri paesi Asia;Umbria;Maschi;1
1998;Colombia;America meridionale;Estero;Femmine;2
1998;Costa d'Avorio;Altri paesi Africa;Provincia di Ravenna;Femmine;1
1998;Croazia;Altri Paesi Europa;Estero;Femmine;12
1998;Croazia;Altri Paesi Europa;Friuli Venezia Giulia;Maschi;1
1998;Cuba;America centrale;Estero;Maschi;6
1998;Eritrea;Altri paesi Africa;Puglia;Maschi;1
1998;Eritrea;Altri paesi Africa;Toscana;Femmine;1
1998;Etiopia;Altri paesi Africa;Friuli Venezia Giulia;Femmine;1
1998;Filippine;Altri paesi Asia;Provincia di Modena;Femmine;2
1998;Filippine;Altri paesi Asia;Provincia di Ravenna;Maschi;1
1998;Filippine;Altri paesi Asia;Provincia di Reggio Emilia;Femmine;1
1998;Filippine;Altri paesi Asia;Provincia di Rimini;Femmine;1
1998;Filippine;Altri paesi Asia;Veneto;Maschi;1
1998;Germania;Unione Europea;Estero;Maschi;9
1998;Germania;Unione Europea;Lombardia;Maschi;2
1998;Germania;Unione Europea;Puglia;Femmine;1
1998;Guatemala;America centrale;Estero;Femmine;1
1998;Libia;Africa settentrionale;Provincia di Bologna;Maschi;1
1998;Marocco;Africa settentrionale;Abruzzo;Maschi;1
1998;Marocco;Africa settentrionale;Lazio;Maschi;1
1998;Marocco;Africa settentrionale;Lombardia;Femmine;1
1998;Maurizio;Altri paesi Africa;Sicilia;Femmine;4
1998;Messico;America centrale;Estero;Maschi;1
1998;Nigeria;Altri paesi Africa;Veneto;Maschi;1
1998;Pakistan;Altri paesi Asia;Provincia di Bologna;Femmine;6
1998;Pakistan;Altri paesi Asia;Trentino Alto Adige;Maschi;1
1998;Perù;America meridionale;Lazio;Femmine;1
1998;Perù;America meridionale;Lazio;Maschi;1
1998;Rep. Dominicana;America centrale;Estero;Maschi;6
1998;Rep. Dominicana;America centrale;Lombardia;Femmine;1
1998;Romania;Altri Paesi Europa;Lombardia;Maschi;1
1998;Senegal;Altri paesi Africa;Provincia di Parma;Maschi;1
1998;Serbia-Montenegro;Altri Paesi Europa;Calabria;Maschi;1
1998;Somalia;Altri paesi Africa;Estero;Maschi;5
1998;Somalia;Altri paesi Africa;Marche;Femmine;1
1998;Sri Lanka (Ceylon);Altri paesi Asia;Piemonte;Maschi;1
1998;Sri Lanka (Ceylon);Altri paesi Asia;Provincia di Forlì-Cesena;Maschi;2
1998;Tunisia;Africa settentrionale;Provincia di Ferrara;Maschi;1
1998;Ungheria;Altri Paesi Europa;Estero;Femmine;1
1998;Uruguay;America meridionale;Estero;Femmine;2
1999;Albania;Altri Paesi Europa;Abruzzo;Femmine;2
1999;Albania;Altri Paesi Europa;Abruzzo;Maschi;2
1999;Albania;Altri Paesi Europa;Basilicata;Maschi;1
1999;Albania;Altri Paesi Europa;Provincia di Ferrara;Maschi;2
1999;Algeria;Africa settentrionale;Estero;Maschi;10
1999;Algeria;Africa settentrionale;Provincia di Reggio Emilia;Femmine;1
1999;Bangladesh;Altri paesi Asia;Lazio;Femmine;1
1999;Bangladesh;Altri paesi Asia;Toscana;Maschi;1
1999;Bielorussia;Altri Paesi Europa;Estero;Femmine;2
1999;Cina;Altri paesi Asia;Piemonte;Maschi;1
1999;Cina;Altri paesi Asia;Toscana;Femmine;2
1999;Colombia;America meridionale;Toscana;Femmine;1
1999;Costa d'Avorio;Altri paesi Africa;Provincia di Modena;Femmine;1
1999;Croazia;Altri Paesi Europa;Friuli Venezia Giulia;Femmine;2
1999;Cuba;America centrale;Estero;Femmine;21
1999;Cuba;America centrale;Provincia di Bologna;Femmine;2
1999;Danimarca;Unione Europea;Estero;Femmine;3
1999;Egitto;Africa settentrionale;Piemonte;Maschi;1
1999;Estonia;Altri Paesi Europa;Estero;Femmine;1
1999;Filippine;Altri paesi Asia;Toscana;Femmine;2
1999;Francia;Unione Europea;Campania;Femmine;1
1999;Germania;Unione Europea;Estero;Maschi;7
1999;Giappone;Altri paesi Asia;Estero;Maschi;14
1999;Grecia;Unione Europea;Estero;Femmine;24
1999;Grecia;Unione Europea;Estero;Maschi;33
1999;Libano;Asia occidentale;Estero;Maschi;2
1999;Libano;Asia occidentale;Provincia di Bologna;Maschi;1
1999;Marocco;Africa settentrionale;Campania;Femmine;2
1999;Marocco;Africa settentrionale;Campania;Maschi;2
1999;Marocco;Africa settentrionale;Estero;Femmine;80
1999;Moldova;Altri Paesi Europa;Estero;Maschi;3
1999;Nigeria;Altri paesi Africa;Marche;Femmine;1
1999;Nigeria;Altri paesi Africa;Veneto;Femmine;1
1999;Paesi Bassi;Unione Europea;Estero;Maschi;4
1999;Regno Unito;Unione Europea;Sardegna;Femmine;1
1999;Romania;Altri Paesi Europa;Marche;Femmine;1
1999;Romania;Altri Paesi Europa;Provincia di Bologna;Femmine;1
1999;Senegal;Altri paesi Africa;Veneto;Maschi;1
1999;Serbia-Montenegro;Altri Paesi Europa;Puglia;Maschi;5
1999;Sri Lanka (Ceylon);Altri paesi Asia;Lombardia;Maschi;6
1999;Sri Lanka (Ceylon);Altri paesi Asia;Veneto;Femmine;2
1999;Stati Uniti;America settentrionale;Lombardia;Femmine;2
